"rteno","Crop","Developed","Forest","Open","Water","Wetland"
25083,NA,0.0236215915878497,NA,0.000775125392495917,0.843448660580661,0.132154622438993
25183,NA,0.0237346391204056,NA,0.000776199969810889,0.843763046972359,0.131726113937424
25283,NA,0.0220168830126224,1.65629826711947e-06,0.000731421314759958,0.852231428792947,0.125018610581404
25036,NA,0.00924336486834797,2.01690063907413e-06,0.000490258122842944,0.966372750123386,0.0238916099847836
83001,0.599928863437935,0.123759962826704,0.0170332800597295,0.132682578528409,0.0318494753786026,0.0947458397686199
83901,0.274336301003842,0.0307829354595274,0.0106180203025954,0.160471264243371,0.346518952637947,0.177272526352718
83301,0.767645418277193,0.172149725614779,0.00521325399151145,0.0381398244196548,0.0119897139165117,0.00486206378034978
25135,0.000157965011688558,0.00241220153678618,0.000597079943028556,0.00434081346076857,0.274686882156518,0.71780505789121
25080,1.41078942300485e-05,0.0195627291689645,3.87967091326334e-05,0.000676235457615693,0.649118903369398,0.330589227400659
25180,4.14338075423599e-05,0.0190744316108029,0.000149522001131125,0.00105052716818814,0.627806628167994,0.351877457244341
83098,0.552283403308037,0.0474863472892164,0.00755994208963338,0.363735724083112,0.0151256736968966,0.013808909533105
25907,0.0691533974126568,0.0230030345606414,0.0142523914887392,0.0218057505587298,0.00696992888700803,0.864815497092225
25079,0.0874191654589525,0.0475944643432077,0.01428265636354,0.0223886415836156,0.00848804328989279,0.819827028960791
83115,0.112475889842941,0.012334161277506,0.00116186613099288,0.865129334481206,0.000828811167465771,0.00806993709988819
25178,0.189759383011551,0.304755800245206,0.00408138865449777,0.0100061013503422,0.0395629205623274,0.451834406176075
83003,0.108261206584165,0.0134112213829083,0.00232055837393777,0.873166910393736,5.08732533662635e-05,0.00278923001188621
25078,0.148839075032385,0.349409835594077,0.00374765290726163,0.00838937803594605,0.0194969995926773,0.470117058837653
83002,0.10416718226581,0.0115026699783668,0.0127541876311607,0.869198065836485,0.000161934554450759,0.00221595973372628
83004,0.0367280771317694,0.0287439599111818,0.000209783593205011,0.846857706784502,0.0388399860465304,0.0486204865328111
83378,0.00247440333807639,0.00991630031595729,0.133823601970426,0.614309962299767,0.0790105602410458,0.160465171834727
83204,0.0452964628699505,0.015473326860107,0.000291582513541437,0.925388216422209,0.001447243516676,0.0121031678175162
25035,6.29395242743572e-05,0.00427117471104818,0.00348971144420686,0.000296641200473405,0.00144242141992513,0.990437111700072
25087,0.0043197802275079,0.0249712044668448,0.000365434557101425,0.0166155769476677,0.293937360735525,0.659790643065354
25028,2.86609839100819e-05,0.00438894961434855,0.0751252108821457,0.000748768204650889,0.0162932677856631,0.903415142529282
25040,0.00211185599895835,0.0342605529709955,0.000257196511734603,0.00342491602295647,0.0197503347352233,0.940195143760132
83010,0.169914605135111,0.0189313348519165,0.00205151726090856,0.782925864302386,0.00393065287758031,0.0222460255720971
83410,0.158948188861614,0.020323555708079,0.00168349141791097,0.800921716854534,0.00224538259602331,0.0158776645618392
83007,0.0589929900104719,0.0178026342711943,0.0050858415110048,0.916930221136404,9.52977728666863e-05,0.00109301529805833
25033,0.00720863906872204,0.58467044413199,0.00129586346101475,0.00545744569873594,0.0471949267935022,0.354172680846035
83302,0.467637575177851,0.0223362501067532,0.0613054079429289,0.388493155137199,0.0133432429641279,0.0468843686711397
25077,0.00467472142112976,0.675530821698066,0.00109419045329649,0.00444703855026543,0.0976941298310125,0.21655909804623
83008,0.0624025154828967,0.0183562428106159,0.0134120438486982,0.903468120283015,9.02821012574384e-05,0.00227079547351626
83402,0.324512619624316,0.0229691912918131,0.0706155965016232,0.434389248852525,0.0867490071871284,0.0607643365425944
25026,0.284373537103003,0.133015167257306,0.0137985161247743,0.0130497765435529,0.0161718391732085,0.539591163798155
83303,0.448267278104777,0.0169313319694241,0.0116524519420173,0.501610453428347,0.000134706616655737,0.0214037779387793
25912,0.254011532620458,0.00264514356812766,5.86905268581458e-05,0.00875832333739772,0.0330727245130655,0.701453585434093
83005,0.561583573930368,0.0571658555368797,0.0124403869405071,0.337820592832432,0.00516922377595019,0.0258203669838626
25039,0.0270689497831813,0.614960758159836,0.00206025843174887,0.00769805787741945,0.202438664313374,0.14577331143444
25081,0.481468012942755,0.0337414067298867,0.0414001873009535,0.0144765690986874,0.00233232327493111,0.426581500652786
83006,0.744300548637129,0.0767065487106728,0.00673139004418922,0.123273752595933,0.00472816648614547,0.0442595935259311
25076,0.506230640221061,0.00465945218080863,5.01567239989549e-06,0.00644183585532806,0.021687889266335,0.460975166804067
25032,0.0961703179517669,0.375449998936678,0.0267962927476419,0.0261764918142225,0.0551422562121105,0.420264642337581
25132,0.0314102652703581,0.258799532330157,0.00894350898223355,0.0130819398345942,0.310171906492486,0.377592847090171
25176,0.693644708913016,0.0173939771712845,1.93461626144851e-05,0.00831444329829975,0.0164289547538469,0.264198569700939
25086,0.214143068068234,0.136620508131833,0.0508262025945483,0.081444421186854,0.0265067577829845,0.490459042235546
25910,0.21687407485482,0.140270318209637,0.0274792547327612,0.0279652088627927,0.0358109666306983,0.55160017670929
83304,0.00539887811991157,0.0126396246284927,0.000773457200709084,0.950728732527608,0.00384509806201242,0.0266142094612663
25916,0.200590821813003,0.201768960200728,0.0141670739870105,0.0144052180989066,0.130239070148273,0.438828855752079
25082,0.405635453185015,0.0285081354956928,0.0823389028576556,0.187923440520185,0.00484860741327686,0.290745460528175
25911,0.310263020489831,0.150654521221162,0.0110275644220284,0.0083741949998348,0.0154884316422166,0.504192267224927
83009,0.0271359552297075,0.0150013457048856,0.00254018008527875,0.93482139541937,0.00209448027696485,0.0184066432837933
25919,0.416792568401554,0.0212178559711859,0.0143591963419756,0.00949119973778638,0.230151791584542,0.307987387962957
83407,0.34605657242658,0.0448219317405985,0.0415915521978002,0.250748646406198,0.168344712365097,0.148436584863727
25031,0.407659366133209,0.0198122861635201,0.0167577774325562,0.0115086540305969,0.245208454609608,0.29905346163051
83307,0.326904342975029,0.048100028720454,0.0422375752258537,0.252106279480104,0.180107928231782,0.150543845366777
25071,0.364546830657089,0.0950453460144438,0.0869841571600506,0.0288053224826281,0.0130245192368631,0.411593824448926
25024,0.508731017649865,0.0801843746896553,0.0401012048075365,0.0755486751674196,0.0609543434792746,0.234480384206249
25017,0.43028336482567,0.145085210303915,0.0528370069664046,0.0464272776152091,0.0221287558695109,0.30323838441929
25072,0.664951839408553,0.0441142337674811,0.00780018702868221,0.0160609274045156,0.00494975188580495,0.262123060504963
25172,0.663288611305337,0.0391274538532344,0.0111473534045066,0.0160334924820516,0.00508751832440085,0.265315570630469
83018,0.00562994123395187,0.0228648789885322,0.000174767504619685,0.944748203884311,0.00641054458173517,0.02017166380685
83310,0.00983231176873904,0.00940128482656116,0.000214169448529296,0.971263420871125,0.00376049863280671,0.00552831445223852
83016,0.259640252911119,0.0388262188995447,0.0183520153153983,0.607321640525807,0.0441994441388348,0.031660428209296
25027,0.403944304769112,0.0201410776825776,0.0414228554249177,0.154508041276577,0.0455045595257215,0.334479161321094
83308,0.414751959581824,0.0389678443624388,0.0248323481204203,0.503256464411153,0.0010096404295602,0.0171817430946038
25074,0.582136362793796,0.189339150825579,0.0152410380662244,0.0133322450757041,0.0147643843773237,0.185186818861373
83013,0.470971203766145,0.0516508023828397,0.0139164046264673,0.0518614391097853,0.244893143114977,0.166707006999786
83309,0.12787379948622,0.0350818283341909,0.00155772460945071,0.812603716048787,0.00155467221440183,0.0213282593069495
83902,0.595748207676479,0.0227815405070508,0.0544272064953239,0.250925013518132,0.00922847822612591,0.0668895535768889
83080,0.0128839033079775,0.012686361422811,0.000443648508864015,0.963757977633617,0.00424311559859214,0.00598499352813809
83903,0.535411359831536,0.0308123859449539,0.039930613188517,0.197117084673399,0.0180832185311611,0.178645337830433
25073,0.297088178616177,0.130866738857956,0.0853631687883248,0.124818203371243,0.0813574880091036,0.280506222357196
25129,0.421877874495308,0.0864871242708726,0.0286885142240494,0.122590930433247,0.0769170564626355,0.263438500113888
25170,0.270280828550323,0.289213285039099,0.0526191355553787,0.0711036352121814,0.0648377568037501,0.251945358839267
25029,0.415124351594477,0.0917904513707456,0.0286208667232315,0.12492517243792,0.0767755990692202,0.262763558804406
25070,0.247876115420103,0.329915587455835,0.0517751570763421,0.050197885821104,0.0894915427563373,0.230743711470278
83306,0.531825802318052,0.0358823061310446,0.0433141281329161,0.0468494820952894,0.218570045289945,0.123558236032753
83017,0.251364658743295,0.0349543491779353,0.00532899417492001,0.690343248034876,0.00397351590323155,0.014035233965743
83305,0.386934654499554,0.0343281190287753,0.0734843597553799,0.130320478870568,0.162102399171468,0.212829988674254
25175,0.21687946441588,0.259322966277843,0.0186490790033145,0.0142922978528012,0.353312527623188,0.137543664826974
25075,0.202157371953575,0.26030334407275,0.0200142476890898,0.0143772269246399,0.357196592546914,0.145951216813031
25030,0.432152708767997,0.0107410051993679,0.0538096815848361,0.0817106850797352,0.0325235260294734,0.389062393338591
83011,0.269831881549429,0.0348575024624084,0.135764463521705,0.108650026691974,0.100204157917663,0.350691967856822
83214,0.528560098474559,0.0508379812852939,0.21360957707965,0.170167061443076,0.014361532418039,0.0224637492993822
83014,0.53088064902456,0.0482471851724459,0.216209419108763,0.169529094145359,0.0133039275451452,0.021829725003727
83012,0.709565627666994,0.0465023674112283,0.0866331339895341,0.0429911753131062,0.0429721659185243,0.0713355297006134
25116,0.0603470111330866,0.501154407076844,0.0677485165540894,0.0130839394068412,0.121460868364447,0.236205257464692
83315,0.501734440937057,0.0438008548854976,0.00622444918067204,0.435796429629582,0.00145480288229185,0.0109890224849001
83015,0.528734333215305,0.0592527841586488,0.0292514239798976,0.360117653061614,0.00409040279784534,0.0185534027866891
25016,0.0742263252045694,0.467142305736223,0.0894304186065048,0.014441317125002,0.0674487403844815,0.287310892943219
83019,0.198040869650004,0.0164970848623731,0.00625748159233793,0.760492106563612,0.0017396502453925,0.0169728070862799
25022,0.244358216123464,0.178943970435164,0.0946806425170603,0.0294610120733606,0.0382428521244213,0.41431330672653
83024,0.54363497554584,0.0263320494908409,0.295952436409678,0.0966624420615528,0.00196912422444901,0.0354489722676393
25069,0.249799853181242,0.14706275640654,0.0344547879707671,0.0394426017501486,0.161987806356187,0.367252194335116
83314,0.489167970783335,0.0499543290768019,0.222885834715288,0.191961103545128,0.00529719511623388,0.0407335667632129
25020,0.265071267759761,0.150744978527405,0.173767036322195,0.0240390641770035,0.0132108939887067,0.373166759224928
25085,0.0439460873968011,0.342810841858373,0.118367551061968,0.0172473441665737,0.275123263617371,0.202504911898913
83022,0.530394733618687,0.0984464177420549,0.033633772338165,0.058946673437442,0.0352227444627713,0.243355658400879
83030,0.188758512778084,0.0364424129029229,0.0628510236141576,0.701967894710549,0.00260993371946749,0.00737022227481831
25906,0.202326416163097,0.0418695523803869,0.189277522721315,0.0163095458221812,0.00896466775953855,0.541252295153481
25067,0.360257736479147,0.0221505197644391,0.05900028380823,0.0613772323691222,0.0427270069422421,0.45448722063682
83029,0.448247272242746,0.0809610331918061,0.153602599413724,0.292208510640036,0.00948734476736083,0.0154932397443277
83312,0.638763495900856,0.0572047538078299,0.0660152541481719,0.0389258116370779,0.0318493006742023,0.167241383831862
42102,0.000334759482243499,0.0155714594053087,5.74998640088833e-05,0.00643957518092253,0.676839988953095,0.300756717114422
25922,0.0606156104661584,0.253928892807705,0.181175876473407,0.037308926174172,0.221532997428825,0.245437696649733
83319,NA,0.00456157787022309,0.0406093045476981,0.952603587903798,1.12889186579466e-05,0.00221424075962295
25905,0.265213731857094,0.119843128961199,0.344079058580592,0.0304171529241916,0.0144225811431228,0.2260243465338
83025,0.71759238310867,0.0362682388018511,0.168603765796689,0.0288690047107407,0.0205400011563274,0.0281266064257222
83317,0.00118318991149983,0.00801683551939138,0.146971333978717,0.83936287234192,0.00111671792409008,0.00334905032438179
25068,0.123102227090514,0.468882193427612,0.0386289985444231,0.0309879937979917,0.186611677792957,0.151786909346503
83082,NA,0.00353602194938319,0.0408755830272639,0.955297489595735,2.15134911712684e-06,0.000288754078500764
25066,0.203894755434033,0.15109057551614,0.390240060818608,0.0384321295361829,0.0139257702012467,0.20241670849379
25023,0.363145546304364,0.141459492204242,0.0924320767729066,0.02420263576692,0.101048699533818,0.277711549417749
83900,NA,0.00346200298991363,0.0326786281363712,0.963611451380657,2.1495736392339e-06,0.000245767919419076
83031,0.0244950733704687,0.0212758215932334,0.395681351603812,0.551435036077084,0.000731571593337279,0.00638114576206452
25908,0.139929800226721,0.243589994648923,0.341073489487965,0.0363897526413227,0.0209200735564042,0.218096889438664
25918,0.0867787080488883,0.168226974313974,0.0783789326392388,0.0248233800787562,0.0490063017697564,0.592785703149386
83026,0.661527156983785,0.0523309425412773,0.124675522696689,0.118991755201351,0.00320482140855352,0.0392698011683436
83020,0.512939924390325,0.0310768299022771,0.00184773048233379,0.00614248540378615,0.13132814945028,0.316664880370998
42002,0.0135041017698737,0.0135966982376699,0.00264014218885167,0.00674376427849822,0.58985964853224,0.373655644992867
42029,0.145000436900889,0.0611431312032895,0.00534945102928583,0.0104866889608526,0.184387781119927,0.593632510785756
83313,0.810324208478172,0.0612845234463482,0.0582377460817854,0.0110338773990821,0.00757523451277873,0.051544410081834
42050,0.114258158384099,0.118931189074936,0.002894021707101,0.00329852138754174,0.06269129552127,0.697926813925053
